,Unnamed: 0.1,Unnamed: 0,giga_id_school,lat,lon,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.max,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity
12,3127,3127,dfee13da-947d-4e60-aea6-d132382af6a6,-2.033944444,29.84691667,"(29.84691667, -2.033944444)",12.0,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,2.483526865641276e-09,550.9511108398438,550.9509887695312,11.0,0.0,0.0668677727501256,0.4487179487179487,0.0,0.0186023127199597,0.4658119658119658,0.0,0.0,0.0,0.0,0.5341880341880342,9.572904581727436e-05,0.7331646680831909,0.7001378536224365,194.6820235841632,0.1566666687528292,0.3945370370370369,4.416666666666667,2.6666666666666665,1191.0,6.0,23.0,1.0,1.0,1351.219490705187,17619.0,22219.0,14.0,1.0,1.0,8783.966557922478,1
13,3261,3261,1457c195-b63a-4c1b-9712-433a1d1f2778,-1.614611111,30.21922222,"(30.21922222, -1.614611111)",9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,56260.223485179245,1217.304443359375,597.0625,3.0,0.0030150753768844,0.0730318257956448,0.4252931323283082,0.0,0.0299832495812395,0.2708542713567839,0.1971524288107202,0.0,0.0,0.0,0.5313232830820771,0.0021749013587659,0.7347576022148132,0.6023122072219849,3.091985352570191,0.1058333317438761,0.5049999999999999,3.8333333333333335,1.9166666666666667,30291.0,7776.0,15.0,1.0,1.0,17053.401593497885,37111.0,5549.0,265.0,1.0,1.0,7801.783737669015,1
14,2970,2970,c11af5ea-71f9-41df-a240-41a19044d218,-1.9711111,29.9868333,"(29.9868333, -1.9711111)",10.0,0.032222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,9.701276818911235e-11,209.9488677978516,209.94883728027344,11.0,0.0003968253968253,0.0563492063492063,0.4015873015873016,0.0,0.0873015873015873,0.4543650793650793,0.0,0.0,0.0,0.0,0.5456349206349206,0.0116953802777336,0.6198599338531494,0.3164540827274322,157.6721970033832,0.1375000017384688,0.3037037037037036,5.833333333333333,4.583333333333333,13982.0,27872.0,29.0,1.0,1.0,550.7298193343158,29358.0,21904.0,14.0,1.0,1.0,60.766406947193886,1
15,2598,2598,f10ca5b8-a727-4e39-aa82-cb98c9fd54c1,-1.98208,29.70617,"(29.70617, -1.98208)",10.0,0.2488888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1533.0125325628453,576.822265625,461.212158203125,3.0,0.0006163961372508,0.0766385863981919,0.4629134990754058,0.0,0.0,0.4598315183891514,0.0,0.0,0.0,0.0,0.5401684816108485,0.0002854464776832,0.7837028503417969,0.7359007000923157,5569.457215564944,0.1191666635374228,0.5064,3.8333333333333335,2.0,141543.0,44348.0,17.0,1.0,1.0,11862.130682874164,87.0,5127.0,42.0,1.0,1.0,11586.03130828779,0
16,668,668,6b963671-ddcc-4c17-9bb1-ff38f3306a13,-2.0375277780000003,30.39433333,"(30.39433333, -2.0375277780000003)",10.0,3.804783950617284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1944444444444444,0.5,0.0,0.0277777777777777,0.2777777777777778,0.0,0.0,0.0,2.483526865641276e-09,612.4091186523438,612.408935546875,11.0,0.0027191505891492,0.0448012430402693,0.4235400751003496,0.0,0.0466140100997021,0.4823255211705295,0.0,0.0,0.0,0.0,0.5176744788294704,0.013839367669286,0.703334391117096,0.3963119983673095,207.76716204564488,0.2916666682188709,0.3065740740740741,5.333333333333333,4.166666666666667,3762.0,412.0,30.0,4.0,2.0,5156.51183881569,108181.0,9193.0,375.0,1.0,1.0,684.5855078622698,1
17,2789,2789,2fc3e040-bee8-4440-a962-559edd7f6855,-2.674083333,29.75777778,"(29.75777778, -2.674083333)",12.0,1.2986111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.055555556,0.0,0.6944444444444444,0.2222222222222222,0.0,0.0,0.0,10409.804083892408,1239.4508056640625,912.1825561523438,13.0,0.0227047556142668,0.196334214002642,0.2543758256274769,0.0,0.0215488771466314,0.0410336856010568,0.1686756935270806,0.2646961690885072,0.0306307793923381,0.0,0.4949636723910172,0.0064162039448708,0.7337257862091064,0.515667736530304,757.6172392861916,1.0174999882777531,0.1792,3.583333333333333,2.75,2917.0,1915.0,224.0,1.0,1.0,4481.620550175275,1004.0,2357.0,25.0,2.0,1.0,5067.347635859242,1
18,849,849,a84bcde3-1d5f-4086-84f4-856725a2e6e0,-2.2895,29.17508,"(29.17508, -2.2895)",14.0,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.84,0.0,0.0,0.0,4177.753283210797,862.1043090820312,652.7117309570312,11.0,0.0047865211564235,0.0882634501244495,0.421022400919012,0.0,0.0304422745548535,0.4554853532452613,0.0,0.0,0.0,0.0,0.5445146467547387,0.0035543710320919,0.610771894454956,0.4385997951030731,176.89974899345563,0.1366666673372189,0.3093518518518518,3.8333333333333335,2.25,31065.0,8775.0,21.0,10.0,1.0,671.5952588349755,11733.0,11456.0,7.0,2.0,1.0,9686.4949061855,1
19,2279,2279,d86b4393-3438-4a31-bc22-815566c3cade,-2.011666667,30.54111111,"(30.54111111, -2.011666667)",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.19287085064892,794.004638671875,758.7035522460938,3.0,0.0002228660574994,0.0793403164698016,0.4624470693113439,0.0,0.0,0.4499665700913751,0.0080231780699799,0.0,0.0,0.0,0.5420102518386449,0.002743482843159,0.6256529688835144,0.4743271172046661,2149.111953951884,0.2166666667908429,0.4101333333333333,5.416666666666667,3.9166666666666665,58130.0,28837.0,22.0,27.0,1.0,1321.0735512124377,13405.0,8508.0,24.0,1.0,1.0,2405.7755414962235,0
20,3176,3176,881964d2-c2d3-4a2e-a59d-2ef8e8006776,-2.35636,29.74453,"(29.74453, -2.35636)",14.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1130.2831592052992,637.0005493164062,556.1356201171875,3.0,0.0093189139438564,0.0888173032673722,0.3873676944316613,0.000230096640589,0.0383110906580763,0.2167510354348826,0.184537505752416,0.0460193281178094,0.0274965485503911,0.0,0.5240450989415555,0.0040242792165995,0.5123908519744873,0.3348810374736786,258.0525242362505,0.1825000022848447,0.7648000000000001,5.333333333333333,3.0,9645.0,24848.0,21.0,14.0,3.0,0.0,4333.0,2054.0,20.0,1.0,1.0,106.13182858563958,1
21,2523,2523,0ef5cb39-a8cf-41cd-8193-784c3f138291,-1.384333333,30.37016667,"(30.37016667, -1.384333333)",9.0,0.4896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.36,0.0,0.04,0.0,0.0,0.0,0.0,8599.537189180468,2424.62744140625,2120.12060546875,3.0,0.0,0.0208151128214098,0.4785726779779605,0.0006996676578625,0.0001749169144656,0.4285464404407906,0.0711911841875109,0.0,0.0,0.0,0.5002623753716985,0.0007014166996827,0.5518265962600708,0.4764904379844665,1474.4621117987897,0.3266666680574416,0.3455504115226337,3.9166666666666665,2.333333333333333,27763.0,7864.0,19.0,1.0,1.0,10631.457458858871,44098.0,43414.0,4.0,4.0,1.0,9087.970543458589,0
22,1147,1147,84115fa2-d9a1-4056-8674-5a6db2ad563c,-1.991138889,29.94536111,"(29.94536111, -1.991138889)",14.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1836.7730672194675,799.205810546875,643.302001953125,3.0,9.587727708533076e-05,0.1126558005752636,0.3696069031639501,0.0,0.0024928092042186,0.1782358581016299,0.2488974113135187,0.0880153403643336,0.0,0.0,0.4848513902205177,0.002205201628073,0.5186421275138855,0.3870222568511963,905.4713375192008,0.5208333358168602,0.3935999999999999,4.666666666666667,3.25,7775.0,864.0,42.0,1.0,1.0,911.9019143766566,29358.0,21904.0,14.0,1.0,1.0,4333.9880842993725,1
23,1579,1579,d96c5076-130f-4c36-bc9f-13d05896b62a,-2.58575,29.68675,"(29.68675, -2.58575)",12.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.72,0.0,0.0,0.0,0.0,467.6756351798037,829.19140625,760.37841796875,3.0,0.0002672724842977,0.1228117065348122,0.4027796338366965,0.0,0.013363624214887,0.3239342509688627,0.1368435119604436,0.0,0.0,0.0,0.5392222370706936,0.0054773041802841,0.6939154863357544,0.4593765437602997,3811.529335986648,0.1583333338300386,0.3716666666666666,3.9166666666666665,2.333333333333333,14519.0,2371.0,29.0,1.0,1.0,3547.278347342353,7390.0,2606.0,25.0,1.0,1.0,4292.380524372975,0
24,1369,1369,3c1a1c6a-4b65-4432-9f6c-b9c64ee78259,-2.545611111,29.75494444,"(29.75494444, -2.545611111)",12.0,0.2098765432098765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.055555556,0.0,0.0,0.0,4633.388146525824,873.416259765625,693.63623046875,3.0,8.614748449345279e-05,0.0899379738111647,0.4092866988283942,0.0,0.0297208821502412,0.3099586492074431,0.1610096485182632,0.0,0.0,0.0,0.5290317022742936,0.0032111475799925,0.6338696479797363,0.4796879887580871,1677.2178097109982,0.1991666685789823,0.544,4.25,2.333333333333333,3270.0,689.0,51.0,3.0,1.0,3933.818717582908,36722.0,23886.0,4.0,1.0,1.0,824.9579119549588,1
25,2652,2652,5a9665f7-4ea5-48f8-9eba-5ddade91d5a1,-2.579255,29.706833000000003,"(29.706833000000003, -2.579255)",10.0,2.304783950617284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.3055555555555556,0.1666666666666666,0.0,0.0,0.0,2.1730860074361167e-09,598.4515380859375,598.4513549804688,13.0,0.0666629998349925,0.2964083383752269,0.115505197733898,0.0002750123755569,0.0307463835872614,0.0187558440129805,0.1548869699136461,0.3128540784335295,0.0,0.0,0.5095979319069358,0.0035377096453455,0.664244532585144,0.4810112714767456,2136.7580763740543,0.6641666640837988,0.2610666666666666,4.75,3.6666666666666665,14519.0,2371.0,29.0,1.0,1.0,1879.4140368344565,7390.0,2606.0,25.0,1.0,1.0,2743.0882788664435,0
26,2258,2258,7b498753-548b-4f33-83cd-5028c1a0fcaf,-1.47925,30.38327778,"(30.38327778, -1.47925)",12.0,0.982222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.7,0.033333333,0.0,0.0,0.0,2.0696057213677286e-10,337.0362548828125,337.0362243652344,11.0,0.0,0.081967213114754,0.4311126613184513,0.0,0.0,0.4869201255667945,0.0,0.0,0.0,0.0,0.5130798744332055,1.3076606630994476e-05,0.3210996687412262,0.3080548644065857,2005.6883280053828,0.1533333348731199,0.2071999999999999,4.916666666666667,3.9166666666666665,26765.0,5067.0,29.0,1.0,1.0,7142.786169527127,3305.0,6947.0,18.0,1.0,1.0,7142.786169527127,0
27,3221,3221,14469a9a-3e1f-4236-9ec1-f775e185d42f,-2.23253,29.7575,"(29.7575, -2.23253)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.989430486420054e-10,472.71435546875,472.71429443359375,11.0,0.0048604360505485,0.0769337592001111,0.4271628940424941,0.0,0.0362449659769476,0.4547979447298986,0.0,0.0,0.0,0.0,0.5452020552701013,0.0174682338087666,0.7101702094078064,0.3468230068683624,2712.599896908848,0.2241666639844576,0.3610185185185184,4.583333333333333,3.083333333333333,3708.0,1683.0,80.0,23.0,1.0,13142.763554680692,28493.0,18732.0,10.0,1.0,1.0,13180.051302933629,0
28,1688,1688,d676492a-fc27-47f2-ae5c-09c2338183f8,-2.1026944,30.4393055,"(30.4393055, -2.1026944)",9.0,1.0399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.2,0.0,0.0,0.04,0.0,0.0,0.0,49.14202496998104,559.9154663085938,537.9100341796875,3.0,0.0,0.0096430384029775,0.4895956690915243,0.0,0.0268990018609372,0.473862290644561,0.0,0.0,0.0,0.0,0.526137709355439,0.0013779880846998,0.4659640789031982,0.3390903174877167,4789.532989925672,0.1191666671074926,0.3650334362139917,5.583333333333333,4.0,5126.0,380.0,19.0,1.0,1.0,3767.370046920126,2206.0,3000.0,85.0,4.0,1.0,4305.283735993426,1
29,780,780,c5b04442-7261-4b3d-b968-7d027aec9a2e,-2.2967222,29.2572777,"(29.2572777, -2.2967222)",9.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4076926190820005,479.525634765625,476.4254760742188,3.0,0.0012503907471084,0.0563717828488069,0.4865061998541211,0.0011461915181827,0.0,0.3610503282275711,0.0923205168281754,0.0,0.0,0.0,0.5452745649682192,0.004820640597956,0.5905812382698059,0.3648397028446197,3589.436374521207,0.147499997789661,0.3389333333333333,4.0,2.1666666666666665,19966.0,3758.0,31.0,9.0,1.0,8429.995317179842,11733.0,11456.0,7.0,2.0,1.0,18157.3677791558,0
30,2094,2094,80c2f21c-fa58-4566-b426-416c67679bb8,-2.28442,29.23147,"(29.23147, -2.28442)",14.0,1.6400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,0.033333333,0.9,0.0,0.0,0.0,896.6259961871452,668.4483642578125,564.5308837890625,3.0,0.0,0.0412928947743129,0.4725900612273957,0.0001423892923252,0.0143813185248469,0.4565000711946461,0.015093264986473,0.0,0.0,0.0,0.5284066638188808,0.0046817051820845,0.532748281955719,0.3156162798404693,488.2954705990851,0.1466666677345832,0.4291666666666666,3.9166666666666665,2.333333333333333,19966.0,3758.0,31.0,9.0,1.0,5292.707275002052,11733.0,11456.0,7.0,2.0,1.0,15722.06531493587,0
31,806,806,4d3d7d64-0bc8-4ecc-8af7-42d6717f9266,-1.640388889,29.56347222,"(29.56347222, -1.640388889)",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,445.5366074457581,605.9512329101562,540.0001831054688,3.0,0.0,0.0207972270363951,0.520363951473137,0.0,0.0103986135181975,0.4484402079722703,0.0,0.0,0.0,0.0,0.5515597920277296,0.002917780778998,0.7455915212631226,0.5838221311569214,4292.412490763992,0.103333335990707,0.5485333333333333,4.5,2.6666666666666665,26973.0,4841.0,25.0,2.0,2.0,14994.164196386815,20566.0,45655.0,34.0,4.0,1.0,6304.26858645542,1
