,Unnamed: 0.1,Unnamed: 0,giga_id_school,lat,lon,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.max,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity
10,897,897.0,12a9769f-60b3-401e-83e3-a7e762c2beaa,-2.21403,30.63294,"(30.63294, -2.21403)",9.0,0.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,9.054525030983816e-10,426.6658325195313,426.6657409667969,3.0,0.0,0.0517505928302413,0.5170874598967778,0.0,0.0,0.4311619472729809,0.0,0.0,0.0,0.0,0.5688380527270192,1.619526025188457e-06,0.3609215021133423,0.3569969832897186,5638.619926713764,0.1641666653255621,0.2446296296296296,5.833333333333333,4.583333333333333,27698.0,6178.0,23.0,1.0,1.0,7932.286978166046,12886.0,12755.0,22.0,2.0,1.0,7932.286978166046,1
11,1341,1341.0,b577bc8a-7e69-48ee-b1ce-b457b89a8b80,-2.1552777780000003,30.43083333,"(30.43083333, -2.1552777780000003)",9.0,0.1823999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,12.86810882923044,567.8657836914062,558.296630859375,11.0,0.002541511352084,0.1016604540833615,0.388851236868858,0.0,0.0164351067434767,0.4905116909522196,0.0,0.0,0.0,0.0,0.5094883090477804,0.0004316474581879,0.4563601315021515,0.390007734298706,109.385555887696,0.2191666681319475,0.2228703703703703,5.333333333333333,4.25,5126.0,380.0,19.0,1.0,1.0,4049.722527670644,2206.0,3000.0,85.0,4.0,1.0,4425.970826823103,1
12,2966,2966.0,843ca89a-5818-4cef-b72e-a99b06cad435,-1.8735,29.72939,"(29.72939, -1.8735)",14.0,0.8704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.68,0.0,0.0,0.0,14.968917726642555,648.9526977539062,636.64111328125,3.0,0.0043843624406284,0.1578370478626233,0.3303799780781878,0.0,0.0057544757033248,0.1234928754110339,0.2358421629521373,0.1423090975520643,0.0,0.0,0.4983558640847643,0.0001347116223492,0.4210103750228882,0.3894990086555481,2990.0680229417053,0.2724999984105428,0.3183999999999999,4.833333333333333,3.583333333333333,9169.0,25001.0,16.0,3.0,1.0,10898.021347871694,22313.0,24307.0,16.0,2.0,1.0,10898.021347871694,1
13,2052,2052.0,fd1aa2d6-f23b-4fed-a447-cba9d60cdb26,-2.2356,30.2985,"(30.2985, -2.2356)",10.0,0.6988888888888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.5,0.2666666666666666,0.2,0.0,0.0,0.0,0.0,2380.6646337941243,324.8695983886719,218.22702026367188,11.0,0.000667556742323,0.1388518024032042,0.3664886515353805,0.0,0.0,0.4939919893190921,0.0,0.0,0.0,0.0,0.5060080106809078,0.002567490898466,0.4447745978832245,0.2843672633171081,3791.848466791819,0.1874999987582365,0.8758359053497942,6.0,4.0,22310.0,3122.0,21.0,1.0,1.0,12030.436315412751,17643.0,17727.0,3.0,1.0,1.0,7331.107174290733,0
14,485,485.0,941a0668-d173-40ee-968a-2de30953fc4a,-1.795111111,30.50458333,"(30.50458333, -1.795111111)",10.0,1.1775999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.08,0.0,0.0,0.0,29380.87853179053,631.0692749023438,203.0814819335937,11.0,0.0053869399553278,0.1183812902378136,0.3364866640388911,0.0,0.0638549467875443,0.4419918538956773,0.0338983050847457,0.0,0.0,0.0,0.5241098410195769,0.0074075631527833,0.7358075380325317,0.4399088621139526,776.5284182241011,0.2616666685789823,0.2114666666666666,5.5,4.583333333333333,5687.0,495.0,34.0,5.0,2.0,4538.828388310311,18533.0,31556.0,36.0,3.0,1.0,9315.465490234092,0
15,1476,1476.0,4dcabca4-d993-4585-b734-19831d3b3b6c,-1.4309444,30.2415833,"(30.2415833, -1.4309444)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3007.5444961886387,588.3485717773438,396.1062927246094,11.0,0.000232450023245,0.0918177591817759,0.3737796373779637,0.0,0.0,0.5341701534170153,0.0,0.0,0.0,0.0,0.4658298465829846,0.0032418234585721,0.7289443612098694,0.5886765122413635,2167.7484287463844,0.1791666651455064,0.3003703703703703,5.416666666666667,4.0,10149.0,976.0,17.0,1.0,1.0,16357.775308901006,41675.0,9269.0,300.0,1.0,1.0,13322.547483949516,0
16,598,598.0,8a26cd75-0f18-4fd3-9985-aa28167e974a,-2.134388889,30.63916667,"(30.63916667, -2.134388889)",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.05961647487165,476.1320495605469,440.7186279296875,11.0,0.0037028969723371,0.1611849270311479,0.3559137442822914,0.0,0.0466129383576562,0.4325854933565672,0.0,0.0,0.0,0.0,0.5674145066434328,8.862916678253896e-05,0.3785023689270019,0.3505169153213501,6189.464229549853,0.1525000010927518,0.2766666666666666,5.583333333333333,4.25,1368.0,9896.0,303.0,2.0,1.0,10410.252813058409,673.0,5068.0,20.0,2.0,1.0,10422.540926871605,1
17,3061,3061.0,04ad7ab1-cb7b-4f28-832e-56ba8e149349,-2.515,29.48216667,"(29.48216667, -2.515)",9.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.28,0.0,0.0,0.0,566.1690851608033,859.517822265625,793.6539306640625,3.0,0.0,0.0172183216315613,0.4737545971247074,0.0,0.042795051822133,0.4662320294215981,0.0,0.0,0.0,0.0,0.5337679705784019,0.0080905874115584,0.6596956253051758,0.3598493039608001,520.7928077275162,0.1100000023531417,0.1186666666666666,3.333333333333333,2.6666666666666665,14493.0,1624.0,27.0,19.0,2.0,16775.25394786278,4603.0,4623.0,14.0,1.0,1.0,14024.87846997846,0
18,579,579.0,170bc560-a96a-4719-8507-a8955d736dcc,-2.31972,29.24906,"(29.24906, -2.31972)",14.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2852.820477925678,649.1180419921875,476.4254760742188,3.0,0.0014852955738191,0.0598079017724527,0.486384790573324,0.0003960788196851,0.0,0.2619071195167838,0.190018813743935,0.0,0.0,0.0,0.5480740667392812,0.0017258124296254,0.4892775416374206,0.3652925789356231,2680.248565678792,0.1708333330849806,0.4250666666666666,3.8333333333333335,2.333333333333333,23507.0,5876.0,25.0,25.0,3.0,7861.589265856908,11733.0,11456.0,7.0,2.0,1.0,16922.99421461507,1
19,457,457.0,3b61f616-2043-45b5-9ace-9d4da2df090f,-2.56061,29.53758,"(29.53758, -2.56061)",10.0,3.832222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.4333333333333333,0.0,0.066666667,0.2666666666666666,0.0,0.0,0.0,15.5192814219835,398.6051025390625,386.06976318359375,11.0,0.0032146389713155,0.1211671612265084,0.3387734915924827,0.0,0.0393175074183976,0.4166666666666667,0.080860534124629,0.0,0.0,0.0,0.5024727992087042,0.0012050726381298,0.7467020750045776,0.6552278995513916,21.54099460400176,0.1383333293100198,0.4848148148148148,4.166666666666667,2.5,14493.0,1624.0,27.0,19.0,2.0,9465.116770982417,4603.0,4623.0,14.0,1.0,1.0,9353.165228147764,1
20,1537,1537.0,79a8a2c5-084e-477f-943b-49bfe1aeba48,-2.33967,29.52161,"(29.52161, -2.33967)",12.0,2.3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.4,0.36,0.0,0.0,0.0,348.713208610192,322.4388122558594,267.72491455078125,11.0,0.0002347969006809,0.1340690302888001,0.3193237849260389,0.0,0.0558816623620568,0.3568912890349847,0.1335994364874383,0.0,0.0,0.0,0.5095092744775769,0.0026118720542566,0.7375072836875916,0.5696091651916504,1425.3597527293082,0.1383333336561918,0.3867592592592593,4.166666666666667,2.4166666666666665,1671.0,914.0,476.0,1.0,1.0,4130.601022654213,4603.0,4623.0,14.0,1.0,1.0,21240.96648275597,0
21,129,129.0,936733cb-5a26-46ef-8bd3-28492ad9fe85,-1.838416667,29.63127778,"(29.63127778, -1.838416667)",14.0,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.0,14905.950388467974,829.8264770507812,557.1635131835938,3.0,0.0025041736227045,0.0795075125208681,0.4142320534223706,0.0,0.0227462437395659,0.1885434056761268,0.1473288814691151,0.1451377295492487,0.0,0.0,0.5189899833055092,0.008927133409002,0.7742825150489807,0.5523502230644226,1590.3670713703889,0.1574999981870253,0.2625,3.5,2.25,9169.0,25001.0,16.0,3.0,1.0,164.50340550363762,22313.0,24307.0,16.0,2.0,1.0,164.50340550363762,1
22,3008,3008.0,7d0c233d-a31e-45d9-9573-d591d84b5b57,-2.5091900000000003,28.92033,"(28.92033, -2.5091900000000003)",14.0,0.9122222222222216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,0.0,0.033333333,0.9333333333333332,0.0,0.0,0.0,19548.52890474662,1312.4295654296875,980.3841552734376,3.0,0.0043407487791644,0.026897139756608,0.4593442368808619,0.0008526470816215,0.0365863111386714,0.2720719324083404,0.1515386404154716,0.0473606697155259,0.0,0.0,0.5280210836369273,0.0006259432224238,0.7830125689506531,0.6970930695533752,1463.930391652696,0.176666664580504,0.8229333333333333,4.666666666666667,2.6666666666666665,4704.0,12318.0,23.0,1.0,1.0,2450.809032361944,7323.0,8273.0,22.0,1.0,1.0,1187.5693868614742,1
23,1676,1676.0,1be9b0d6-2536-41dc-90fd-f6e0a4745a50,-2.177666667,30.46466667,"(30.46466667, -2.177666667)",9.0,0.1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.0,123.6950866456753,575.3073120117188,540.2439575195312,11.0,0.0,0.0603351955307262,0.4152700186219739,0.0,0.0651769087523277,0.4592178770949721,0.0,0.0,0.0,0.0,0.5407821229050279,0.0032476787581432,0.5790204405784607,0.3838646709918976,3405.7139586985,0.1725000025083621,0.3297325102880657,5.25,3.75,5126.0,380.0,19.0,1.0,1.0,8412.183483753717,2206.0,3000.0,85.0,4.0,1.0,8863.40595358425,1
24,1125,1125.0,ab6a6705-9ad2-4334-96fe-8b0334cf870b,-1.967555556,30.07769444,"(30.07769444, -1.967555556)",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642950.0644269048,7808.19677734375,4353.68505859375,13.0,0.22509537939805,0.1625830154020065,0.0782817578069803,0.0,0.0695492440299562,0.0,0.0011586830577928,0.4630775752437474,0.0,0.0,0.535509396636993,0.0008066971148622,0.9088578820228576,0.8317238092422485,142.14856134543425,11.242500066757202,0.2205333333333333,4.833333333333333,3.6666666666666665,15090.0,1482.0,23.0,2.0,2.0,0.0,30749.0,9891.0,8.0,3.0,2.0,0.0,0
25,11,11.0,8d1fe5cd-f854-4bad-8dec-48eccab4c5d9,-2.515527778,29.03202778,"(29.03202778, -2.515527778)",14.0,6.778888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4333333333333333,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,14420.03566421881,926.9232788085938,542.5357666015625,3.0,0.0002374732842555,0.03075279031109,0.4872951792923296,0.0,0.0289717406791735,0.2726193303253384,0.1801234861078128,0.0,0.0,0.0,0.5472571835668487,5.897376453649846e-05,0.3758069276809692,0.3465050160884857,86.55621892493218,0.1658333353698253,0.2856,3.4166666666666665,2.25,2570.0,2055.0,34.0,1.0,1.0,3940.214931739407,34027.0,39190.0,6.0,1.0,1.0,10362.971551383407,1
26,1782,1782.0,1b4c1043-e884-45a7-b638-c17a6ea2a859,-2.1635,30.10386111,"(30.10386111, -2.1635)",10.0,2.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.24,0.16,0.0,0.0,0.0,2.299561912630811e-09,598.4515380859375,598.4513549804688,2.0,0.0170219064535227,0.3097986974541148,0.1475725281231498,0.0004440497335701,0.0115452930728241,0.2541444641799881,0.2273534635879218,0.0321195973949082,0.0,0.0,0.4863824748371818,0.0032178355819529,0.542540967464447,0.3570834100246429,102.82070423107126,0.5766666680574417,0.2488,4.583333333333333,3.4166666666666665,17783.0,4330.0,21.0,16.0,2.0,1199.5133312899843,14142.0,13164.0,17.0,5.0,1.0,147.16965450486168,1
27,1381,1381.0,12546a46-1dda-4cc2-ba93-df3e63073209,-1.5590000000000002,29.5535833,"(29.5535833, -1.5590000000000002)",14.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.52,0.0,0.0,0.0,44159.26466502204,1297.65087890625,676.2009887695312,3.0,0.0123813454395377,0.1231943871234007,0.3576833126977576,0.0056403907002338,0.0199477232081441,0.0753886366762966,0.2816068234970422,0.1162470766267712,0.0,0.0,0.5188471591690742,0.0020378473547779,0.6276882886886597,0.4771106839179992,6.538483634609349,0.2733333359162012,0.3842666666666667,4.0,2.333333333333333,4564.0,2539.0,193.0,6.0,2.0,10432.010880438504,20566.0,45655.0,34.0,4.0,1.0,5737.144615058079,1
28,2303,2303.0,6ab3508c-575b-4768-86f6-313ff66648f3,-2.13608,29.30928,"(29.30928, -2.13608)",14.0,2.1376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.08,0.8,0.0,0.0,0.0,49.7833046047592,580.701416015625,563.5155029296875,3.0,0.0034447821681864,0.0704154002026342,0.3772036474164134,0.0001013171225937,0.0308004052684903,0.1684903748733536,0.3495440729483283,0.0,0.0,0.0,0.4819655521783181,0.001719622054275,0.516583263874054,0.3875174522399902,693.4774270652881,0.1891666675607363,0.5263888888888888,4.583333333333333,2.833333333333333,11075.0,2803.0,30.0,11.0,1.0,6752.01913227373,13454.0,13814.0,32.0,17.0,1.0,7219.069270053316,0
29,312,312.0,678a6b5d-bd56-468c-9e47-3b993fc47097,-2.44294,29.80825,"(29.80825, -2.44294)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.53083864744339,621.3115844726562,586.8955078125,11.0,0.0,0.109514031485284,0.4259639516313027,0.0,0.0,0.4645220168834132,0.0,0.0,0.0,0.0,0.5354779831165868,3.129689319129555e-05,0.3808794319629669,0.3603533208370209,3489.5310349583347,0.1158333338486651,0.5066666666666666,4.5,2.6666666666666665,12281.0,933.0,149.0,1.0,1.0,6208.306715305658,9921.0,16439.0,18.0,1.0,1.0,8534.369916241569,1
30,802,802.0,f628d1f9-612d-42b4-905d-4156c325e7d9,-1.855944444,30.52205556,"(30.52205556, -1.855944444)",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.748904781577029e-10,383.2138977050781,383.2138366699219,11.0,0.0041899441340782,0.1316658202133062,0.3759522600304723,0.0,0.0,0.4881919756221432,0.0,0.0,0.0,0.0,0.5118080243778568,0.0005574979128688,0.4043279588222503,0.3266666829586029,899.2401383832356,0.2108333290865023,0.2458333333333333,5.833333333333333,4.583333333333333,8194.0,1397.0,25.0,13.0,3.0,5351.605689826007,2665.0,31263.0,16.0,1.0,1.0,3988.53635033202,1
31,508,508.0,981dc948-94f8-4b82-9df9-5c30822b5345,-1.995611111,30.19991667,"(30.19991667, -1.995611111)",12.0,1.5955555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.2,0.0,0.6333333333333333,0.033333333,0.0,0.0,0.0,561.3325559524819,1223.16650390625,1116.01611328125,13.0,0.0237372085416569,0.2743797018830896,0.2113452642399887,0.0,0.0131769543479276,0.0240642960609317,0.1083126956684267,0.3449838792579786,0.0,0.0,0.522639129012663,0.0011804444799353,0.6041726469993591,0.4844717383384704,207.3017650600232,2.075000007947286,0.4567999999999999,5.5,3.8333333333333335,17228.0,7594.0,13.0,3.0,1.0,277.9137658316374,49981.0,15004.0,5.0,2.0,2.0,0.0,0
