,Unnamed: 0.2,Unnamed: 0_x,giga_id_school,lat,lon,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.max,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity,boundary_Bugesera,boundary_Burera,boundary_Gakenke,boundary_Gasabo,boundary_Gatsibo,boundary_Gicumbi,boundary_Gisagara,boundary_Huye,boundary_Kamonyi,boundary_Karongi,boundary_Kayonza,boundary_Kicukiro,boundary_Kirehe,boundary_Muhanga,boundary_Musanze,boundary_Ngoma,boundary_Ngororero,boundary_Nyabihu,boundary_Nyagatare,boundary_Nyamagabe,boundary_Nyamasheke,boundary_Nyanza,boundary_Nyarugenge,boundary_Nyaruguru,boundary_Rubavu,boundary_Ruhango,boundary_Rulindo,boundary_Rusizi,boundary_Rutsiro,boundary_Rwamagana,education_level,nearest_LTE_distance,nearest_UMTS_distance,nearest_GSM_distance,Unnamed: 0_y,primary_sum,primary_mean,primary_min,primary_max,primary_variance,sec_sum,sec_mean,sec_min,sec_max,sec_variance
97,97,164.0,97b4bc21-3072-460e-b834-9e3b954768b8,-1.977972222,30.08561111,"(30.08561111, -1.977972222)",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105269.1319703232,8049.64404296875,4623.8017578125,13.0,0.1796780072904009,0.217750101255569,0.1401630214661806,0.0,0.044501822600243,0.0002025111381125,0.0008100445524503,0.3511543134872418,0.0657401782098015,0.0,0.5820929526123937,0.0023723176066638,0.911154329776764,0.7769582867622375,99.00783825007966,5.690833290417989,0.4277777777777778,5.0,3.5,530.0,10885.0,19.0,1.0,1.0,91.96774754702344,49235.0,13410.0,6.0,3.0,1.0,49.92237362870946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.28,0.28,0.14,248,4082.17938232422,1020.54484558105,587.68994140625,1307.02380371094,80733.9777893673,5100.21752929688,1275.05438232422,792.656372070312,1596.06164550781,100027.02234311
98,98,1706.0,b38a2257-178c-4116-a7f6-b787ff7a9326,-1.951777778,30.39497222,"(30.39497222, -1.951777778)",14.0,2.9056000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.08,0.68,0.0,0.0,0.0,2615.8452152053333,730.8511962890625,592.0376586914062,3.0,0.001556420233463,0.0749027237354085,0.4242217898832685,0.0,0.0142996108949416,0.3422178988326848,0.1428015564202334,0.0,0.0,0.0,0.5149805447470817,0.0025151385606138,0.6053600907325745,0.4694070518016815,430.0642230972008,0.4325000078727801,0.3711111111111111,5.5,4.166666666666667,11819.0,236.0,25.0,1.0,1.0,3322.288805125313,23057.0,13224.0,4.0,2.0,1.0,1386.7103490121087,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,25.13,2.86,1.0,2354,422.198486328125,105.549621582031,87.4125823974609,139.665893554688,452.833803166373,411.120094299316,102.780023574829,84.0107879638672,139.582702636719,511.389414595364
99,99,1095.0,6a756365-ec65-4f1e-aa24-e5a08a30c599,-2.0033,30.451,"(30.451, -2.0033)",9.0,1.8176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.28,0.0,0.0,0.08,0.0,0.0,0.0,32236.11056627398,1112.1829833984375,531.2261962890625,3.0,0.0,0.0403852127990059,0.5315315315315315,0.0,0.0,0.4280832556694626,0.0,0.0,0.0,0.0,0.5719167443305374,0.0004384886326449,0.471207320690155,0.3961220383644104,1739.9871620960685,0.224166665226221,0.4050666666666666,5.083333333333333,3.5,18220.0,2458.0,38.0,12.0,2.0,4228.243728946191,108181.0,9193.0,375.0,1.0,1.0,7690.861332666655,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,31.34,5.43,4.2,1706,281.680839538574,70.4202098846436,69.044792175293,71.8412017822266,1.11736729873155,291.705635070801,72.9264087677002,71.4020462036133,74.2939300537109,1.1100041937716
100,100,2745.0,889fe122-4239-46a5-9178-ae2277d2bc20,-1.836583333,29.51113889,"(29.51113889, -1.836583333)",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50555.32371200053,1511.0020751953125,950.745849609375,3.0,0.0,0.0027380211574362,0.5105164903546981,0.004604853764779,0.0650902302426882,0.4170504044803982,0.0,0.0,0.0,0.0,0.5829495955196018,1.0398123960284363e-05,0.7687427401542664,0.7567409873008728,6627.2905420256175,0.1300000012852251,0.7056,3.6666666666666665,1.75,50.0,568.0,45.0,1.0,1.0,13090.513545409824,19946.0,12667.0,310.0,1.0,1.0,13247.915769097235,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,30.44,9.79,6.72,3436,412.058326721191,82.4116653442383,74.7214126586914,89.8444061279297,31.5583558849851,390.64575958252,78.1291519165039,71.0193252563477,83.7051086425781,24.3694745129766
101,101,990.0,dc06e5a4-ffd3-4b55-a804-64a37a9d04cb,-2.0016388,30.23763880000001,"(30.23763880000001, -2.0016388)",12.0,1.7024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.56,0.28,0.0,0.0,0.0,54892.25967073627,1155.5125732421875,478.7227783203125,3.0,0.0149497323410366,0.2128215171693432,0.2590416503459982,0.0,0.0258519388954171,0.0853244548896722,0.1778952865909387,0.2241154197675937,0.0,0.0,0.5126648387517952,0.001876838449764,0.6143016219139099,0.4497895240783691,209.95373163802205,0.8341666460037231,0.4857407407407407,4.833333333333333,3.333333333333333,31704.0,14240.0,19.0,13.0,1.0,859.6678985105827,196831.0,19818.0,5.0,2.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7.95,2.79,0.99,1596,726.119720458984,181.529930114746,140.936676025391,243.109924316406,1808.06359328021,771.721282958984,192.930320739746,149.859146118164,258.119934082031,2038.62615381653
102,102,968.0,f8100df1-fb03-49d5-8ade-9aa46265b5ce,-2.38294,29.63233,"(29.63233, -2.38294)",12.0,0.7822222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.2666666666666666,0.0,0.0,0.0,2060.078264761011,538.2988891601562,424.9045715332031,3.0,0.0008196721311475,0.1043715846994535,0.448087431693989,0.0,0.0,0.4467213114754098,0.0,0.0,0.0,0.0,0.5532786885245902,0.0076002023999678,0.7183198928833008,0.4665727615356445,3143.103102000941,0.1433333319922288,0.6808000000000001,4.416666666666667,2.75,1671.0,914.0,476.0,1.0,1.0,8685.765358955561,4333.0,2054.0,20.0,1.0,1.0,12822.930437038754,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,46.67,11.23,11.27,1574,180.664989471436,45.1662473678589,44.1967239379883,46.4939041137695,0.812936105658991,177.588138580322,44.3970346450806,41.9734153747559,45.9600982666016,2.17608510873379
103,103,2552.0,57cbe50e-6882-4737-9751-c12a61eae58c,-2.51381,28.915440000000004,"(28.915440000000004, -2.51381)",9.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15682.552383491044,1535.364990234375,1176.97314453125,13.0,0.0249124006495171,0.1701991282796342,0.2777113067259208,0.0009400905905478,0.0339714554311597,0.0331168276215708,0.0819160755490983,0.3772327151525511,0.0,0.0,0.5077343816767798,0.0093019087577638,0.8003265857696533,0.4850183427333832,1986.9697998354889,0.4524999981125195,0.5056481481481482,4.333333333333333,2.583333333333333,4704.0,12318.0,23.0,1.0,1.0,2918.0803123731166,7323.0,8273.0,22.0,1.0,1.0,1824.7530705722468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2.62,2.54,2.54,3234,251.821765899658,62.9554414749146,52.2323570251465,69.8292770385742,46.2176868451161,257.89595413208,64.47398853302,58.2879447937012,69.8357849121094,20.6466859913735
104,104,1488.0,df5bff3e-4957-4451-89c7-8947f6aaff36,-2.16681,29.68806,"(29.68806, -2.16681)",14.0,0.691358025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,18.66800748018755,564.0462036132812,548.3543701171875,11.0,0.0,0.1476228847703465,0.3521353746978243,0.0,0.0283642224012892,0.4718775181305399,0.0,0.0,0.0,0.0,0.5281224818694601,0.0001838401337738,0.7331497073173523,0.6917105317115784,6412.799993761773,0.1741666651020447,0.1885333333333333,3.8333333333333335,2.75,10218.0,11880.0,18.0,2.0,1.0,10955.413758014389,9019.0,7910.0,48.0,1.0,1.0,10849.221311950365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,33.12,7.87,3.43,2126,328.281547546387,82.0703868865967,74.400146484375,90.6260070800781,36.8935397088753,344.701530456543,86.1753826141357,78.1214981079102,95.158935546875,40.6764915889762
105,105,1075.0,088fc0ec-4e4e-43a4-b11c-9b065e921c3c,-2.0515,29.5905833,"(29.5905833, -2.0515)",14.0,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.0,17.282273085948862,474.4180908203125,463.4552001953125,3.0,0.0049738219895287,0.1643979057591623,0.3413612565445026,0.0,0.0278795811518324,0.3399214659685864,0.1214659685863874,0.0,0.0,0.0,0.5386125654450262,0.0006843581982527,0.4450001120567322,0.3659082949161529,780.8189603510575,0.1524999998509883,0.4539814814814815,4.583333333333333,3.083333333333333,10218.0,11880.0,18.0,2.0,1.0,17563.19709273827,745.0,1855.0,281.0,2.0,1.0,17140.43177331319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.43,12.51,0.59,1684,419.807975769043,104.951993942261,71.3839263916016,145.250274658203,716.002940469432,389.28148651123,97.3203716278076,66.1932144165039,134.688354492188,615.660169541323
106,106,1634.0,d4014e06-6f3a-42a3-8cd3-2b239bf6399f,-1.8100833,29.5709722,"(29.5709722, -1.8100833)",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3681.1885153103017,780.9600830078125,640.6678466796875,3.0,0.0,0.0696503093970355,0.4780543963160167,0.0,0.0,0.4507123327097424,0.0,0.0,0.0,0.0,0.5477047057130522,5.479843279153506e-05,0.7534230351448059,0.728201150894165,5543.590009654867,0.0991666683306296,0.2024999999999999,3.4166666666666665,2.083333333333333,9169.0,25001.0,16.0,3.0,1.0,7374.733445953205,19946.0,12667.0,310.0,1.0,1.0,6910.958375456579,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34.92,7.25,5.01,2280,340.434532165527,85.1086330413818,80.1373901367188,94.5802536010742,31.27151573011,350.597679138184,87.6494197845459,82.5297622680664,97.4038009643555,33.1665181855897
107,107,2432.0,e687ea75-b7f2-4a43-88f5-23698c915215,-2.68881,29.00369,"(29.00369, -2.68881)",14.0,1.3183999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.4,0.56,0.0,0.0,0.0,104833.14264684178,1520.6802978515625,470.025390625,13.0,0.0204105991883504,0.2209357841967056,0.1971830985915492,0.0,0.0432084029601336,0.0424922415851038,0.113392217713058,0.362377655765099,0.0,0.0,0.4817378849367391,0.0021705127490945,0.8339430689811707,0.6625455617904663,187.4289380632367,0.1133333320418993,0.2485333333333333,3.0,2.0,6541.0,2449.0,40.0,2.0,2.0,2040.897060151104,7323.0,8273.0,22.0,1.0,1.0,22850.66613382261,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,24.29,23.4,1.18,3109,1213.63656616211,242.727313232422,105.558120727539,412.543121337891,12489.7041764525,1172.28668212891,234.457336425781,102.564422607422,397.829010009766,11545.3278971307
108,108,314.0,72052088-631a-4b28-95e5-e86c531714a6,-2.437,29.84936,"(29.84936, -2.437)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4075865147658336,629.365478515625,627.333984375,11.0,0.0003222687721559,0.0999033193683532,0.3843055107960039,0.0,0.02803738317757,0.4874315178859169,0.0,0.0,0.0,0.0,0.5125684821140831,4.800533594701349e-05,0.3710498511791229,0.3459014296531677,5533.330906576989,0.0883333298067251,0.4394666666666666,4.083333333333333,2.6666666666666665,1837.0,921.0,335.0,2.0,1.0,4804.481204723188,9921.0,16439.0,18.0,1.0,1.0,10685.441480817586,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.15,10.55,8.04,529,335.154243469238,83.7885608673096,74.0707931518555,91.6463775634766,57.0040319784421,354.537246704102,88.6343116760254,78.3545379638672,96.9465713500977,63.7881135874923
109,109,1494.0,1e2cc98c-0cb6-441c-aa5d-eb2c9dcbca9f,-1.6759166,29.9069444,"(29.9069444, -1.6759166)",14.0,0.9216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.64,0.0,0.0,0.0,410.502037341764,665.1892700195312,601.3966674804688,3.0,0.0,0.0226555778606251,0.5010037281330657,0.0002867794665901,0.0180671063951821,0.4579868081445368,0.0,0.0,0.0,0.0,0.5420131918554632,0.0016915024662537,0.513900101184845,0.3890525996685028,798.1207216540643,0.2941666653690238,0.3719999999999999,4.833333333333333,3.1666666666666665,3316.0,1000.0,37.0,1.0,1.0,1619.558075538206,16304.0,8717.0,20.0,1.0,1.0,7709.525840247975,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,33.06,7.35,1.21,2132,237.96061706543,59.4901542663574,50.1725540161133,66.2767944335938,35.7999589695319,228.521301269531,57.1303253173828,48.0591354370117,63.5449066162109,32.9106697349052
110,110,118.0,1c67749d-34b9-487e-ad2a-d0d45b83acb7,-1.834388889,29.34902778,"(29.34902778, -1.834388889)",9.0,7.8624,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.16,0.0,0.0,0.0,2813.418938575336,770.0565185546875,625.4357299804688,11.0,0.0020394289598912,0.0683208701563562,0.4289598912304554,0.0,0.01393609789259,0.486743711760707,0.0,0.0,0.0,0.0,0.513256288239293,0.0092021344978445,0.7499346137046814,0.4973034262657165,5747.522875535593,0.1058333342274029,0.4210666666666666,4.0,2.333333333333333,5785.0,1431.0,37.0,5.0,2.0,10301.953866935226,202464.0,19776.0,298.0,1.0,1.0,6009.452988480683,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,24.56,12.4,7.21,183,383.798645019531,95.9496612548828,88.313850402832,110.940780639648,80.4370927647979,358.011756896973,89.5029392242432,82.366096496582,103.492111206055,70.0636202516434
111,111,2321.0,0a040610-874d-4cee-8e90-8ffc6c4336d9,-1.5910277780000002,29.62163889,"(29.62163889, -1.5910277780000002)",14.0,0.7288888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,0.066666667,0.9,0.0,0.0,0.0,7.42180251951019,608.2205200195312,601.4664916992188,3.0,0.0,0.0031658927817644,0.5346137610806247,0.0,0.0,0.4622203461376108,0.0,0.0,0.0,0.0,0.5377796538623892,0.0044569847089776,0.711030900478363,0.5468729138374329,4150.821906131553,0.156666666890184,0.2925333333333333,3.75,2.4166666666666665,4564.0,2539.0,193.0,6.0,2.0,9631.66211938049,31877.0,7198.0,18.0,1.0,1.0,3254.9569521173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.1,8.51,4.7,2992,408.200675964355,102.050168991089,79.8155670166016,130.494384765625,431.667940007068,410.283798217773,102.570949554443,79.9134826660156,131.972610473633,449.502412807356
112,112,1188.0,52d3b968-500e-4b00-8bcb-25f94e5f3193,-1.6714721999999995,29.25425,"(29.25425, -1.6714721999999995)",13.0,3.3950617283950613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10329041.069317715,10475.2958984375,1487.08349609375,13.0,0.1381930126811082,0.2272432004970768,0.0858869715028101,0.0,0.0028807862851978,0.0003671590363487,0.0085011438416132,0.5233993278165334,0.0096308639534555,0.0,0.4542039709661931,0.0056549372935693,0.9189804196357728,0.7000754475593567,1168.8286094749346,2.6600000162919364,0.4383999999999999,3.8333333333333335,2.5,6438.0,2411.0,38.0,2.0,2.0,0.0,12526.0,17055.0,8.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,43.8,0.25,0.45,1801,5107.52740478516,1276.88185119629,620.176574707031,1877.4462890625,202259.245216594,4516.87170410156,1129.21792602539,552.532348632812,1653.0693359375,154560.683435122
113,113,1221.0,d06fe6c5-d54e-41f0-8f2e-e34481d9e757,-1.86030782,29.97697741,"(29.97697741, -1.86030782)",12.0,2.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.52,0.4,0.0,0.0,0.0,126044.16761782682,1687.98193359375,620.1507568359375,3.0,0.0024394210440722,0.0776549032362985,0.4160839160839161,0.0,0.0437469507236949,0.1675882257277606,0.2924865831842576,0.0,0.0,0.0,0.5399251910879818,0.0008424669909858,0.4792888462543487,0.3822179436683655,0.2132247692586214,0.4241666678960125,0.2842078189300411,4.416666666666667,3.083333333333333,4586.0,1410.0,29.0,1.0,1.0,825.0578646528621,15243.0,20241.0,17.0,12.0,2.0,172.30631021599402,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,11.65,0.32,0.42,1836,621.401832580566,124.280366516113,93.0663986206055,160.22688293457,566.739746139068,670.110198974609,134.022039794922,100.171653747559,172.459579467773,653.805501434472
114,114,2470.0,4e55416a-d20f-4261-ac62-6c31a4df631b,-1.206,30.40063889,"(30.40063889, -1.206)",10.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,24468.01745008347,559.2576904296875,194.1706085205078,11.0,0.0058060109289617,0.1666666666666666,0.2889344262295082,0.0,0.0597677595628415,0.4105191256830601,0.0683060109289617,0.0,0.0,0.0,0.5211748633879781,0.0005889068535969,0.3729195594787597,0.3072448968887329,1088.484202387277,0.1483333346744378,0.4276851851851852,5.583333333333333,3.8333333333333335,27763.0,7864.0,19.0,1.0,1.0,12057.910811171216,5985.0,1245.0,26.0,2.0,1.0,12917.463005506675,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,85.85,11.21,9.51,3147,286.59645652771,71.6491141319275,27.5435657501221,112.40446472168,996.238308504274,263.65549659729,65.9138741493225,27.2189159393311,101.975151062012,781.0320448685
115,115,2730.0,e062eea3-7689-4d17-9f8c-b9ca2ea14b69,-1.8794166,29.6628333,"(29.6628333, -1.8794166)",14.0,3.8541666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1944444444444444,0.0,0.0,0.1388888888888889,0.6666666666666666,0.0,0.0,0.0,1580.4035897053157,420.3440246582031,317.1581726074219,11.0,0.0016972165648336,0.1698913781398506,0.3542090970807875,0.0,0.01714188730482,0.457060420909708,0.0,0.0,0.0,0.0,0.5429395790902919,0.0138476128160581,0.693055272102356,0.3585358560085296,3979.641699998174,0.0941666678215066,0.6443518518518518,4.5,2.25,50.0,568.0,45.0,1.0,1.0,3713.9099054450216,745.0,1855.0,281.0,2.0,1.0,4584.402913734836,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.04,4.07,4.45,3421,342.10474395752,85.5261859893799,70.4219589233398,100.263191223145,175.740410856535,340.354026794434,85.0885066986084,69.0509872436523,101.400947570801,203.283607545203
116,116,2152.0,e0c04566-5b81-456a-b07a-aec3615b2a53,-2.42181,29.20614,"(29.20614, -2.42181)",9.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.28,0.0,0.0,0.0,2.035273841064837,335.8729553222656,332.1546325683594,3.0,0.0,0.0282698831511496,0.5254428948360347,0.0009423294383716,0.0,0.445344892574444,0.0,0.0,0.0,0.0,0.554655107425556,0.0079256430356163,0.5811726450920105,0.3353405296802521,734.7226029820068,0.0924999990190068,0.514537037037037,4.166666666666667,2.083333333333333,31114.0,9797.0,27.0,1.0,1.0,11572.034193281668,426.0,779.0,119.0,1.0,1.0,6130.146794994767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34.81,5.59,5.84,2819,228.905811309814,45.7811622619629,42.1536026000977,58.7433471679688,42.084896724287,199.475944519043,39.8951889038086,36.734016418457,51.1908569335938,31.9590364710113
117,117,1558.0,4d7f32b3-67b9-4fc2-b1ef-015d7429203f,-1.59283,30.01147000000001,"(30.01147000000001, -1.59283)",12.0,0.8222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,0.7666666666666667,0.2,0.0,0.0,0.0,10.99308436014402,761.183837890625,750.6336059570312,3.0,0.0007127583749109,0.0688999762413875,0.4938227607507721,0.0,0.0,0.4365645046329294,0.0,0.0,0.0,0.0,0.5634354953670706,0.016051740763654,0.7555475234985352,0.4051085114479065,2491.231953276044,0.1691666686286528,0.6485333333333333,5.166666666666667,3.333333333333333,30291.0,7776.0,15.0,1.0,1.0,5984.006901231196,25522.0,27834.0,9.0,1.0,1.0,4422.156533617815,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,37.75,4.43,2.91,2199,647.94295501709,129.588591003418,112.384635925293,160.174255371094,311.85757438744,626.274017333984,125.254803466797,108.626190185547,154.817611694336,291.347774982024
