,Unnamed: 0.2,giga_id_school,lat,lon,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.max,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity,boundary_Bugesera,boundary_Burera,boundary_Gakenke,boundary_Gasabo,boundary_Gatsibo,boundary_Gicumbi,boundary_Gisagara,boundary_Huye,boundary_Kamonyi,boundary_Karongi,boundary_Kayonza,boundary_Kicukiro,boundary_Kirehe,boundary_Muhanga,boundary_Musanze,boundary_Ngoma,boundary_Ngororero,boundary_Nyabihu,boundary_Nyagatare,boundary_Nyamagabe,boundary_Nyamasheke,boundary_Nyanza,boundary_Nyarugenge,boundary_Nyaruguru,boundary_Rubavu,boundary_Ruhango,boundary_Rulindo,boundary_Rusizi,boundary_Rutsiro,boundary_Rwamagana,education_level,nearest_LTE_distance,nearest_UMTS_distance,nearest_GSM_distance
10,10,60c01f56-76a3-4b58-add7-2232749c9615,-1.4411944,30.3299722,"(30.3299722, -1.4411944)",9.0,4.515555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.2,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,1702.3413608787168,292.6028137207031,163.82546997070312,3.0,0.0,0.0166554130092279,0.4967364393427864,0.0,0.0222822417285617,0.4643259059194238,0.0,0.0,0.0,0.0,0.5356740940805762,0.0029932727887621,0.5755588412284851,0.3744907081127167,368.2183672404959,0.1924999970942735,0.4586666666666666,5.5,3.8333333333333335,26765.0,5067.0,29.0,1.0,1.0,12804.517968608472,3305.0,6947.0,18.0,1.0,1.0,12804.517968608472,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58.86,9.0,7.17
11,11,4511294f-ea96-4472-9686-0589e9e6cf0d,-1.66517,29.66225,"(29.66225, -1.66517)",10.0,0.7122222222222219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,4392.083091275373,631.0692138671875,402.5550231933594,11.0,0.0,0.0698993336169006,0.4138664398128456,0.0,0.0483482206153409,0.4403799801502907,0.0094995037572664,0.0180065220473557,0.0,0.0,0.5321139940450872,0.0020586689588278,0.4817904531955719,0.3446381390094757,4766.243028597855,0.2216666669895251,0.2450666666666666,5.916666666666667,4.583333333333333,26973.0,4841.0,25.0,2.0,2.0,3762.033494522795,31877.0,7198.0,18.0,1.0,1.0,11361.856015327752,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.53,11.47,8.58
12,12,41a04f91-98e5-42cf-9366-3e8e3d7a139f,-1.7690833,29.5520277,"(29.5520277, -1.7690833)",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.023614483115113e-09,767.6910400390625,767.69091796875,11.0,0.0015676438313215,0.0697601504938078,0.442389089198934,0.0,0.0200658410409155,0.456811412447092,0.0087788054554005,0.0,0.0,0.0,0.5337827245649789,1.3664793324923925e-05,0.7618448734283447,0.7488982081413269,2646.282477116268,0.0966666700939336,0.4158307613168724,3.75,2.25,9169.0,25001.0,16.0,3.0,1.0,11738.04700513224,19946.0,12667.0,310.0,1.0,1.0,10953.868460735404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.03,2.25,0.24
13,13,f4c1c95c-4a25-48da-aa12-7c56c715b57b,-1.44461,30.21672,"(30.21672, -1.44461)",12.0,0.8576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.76,0.04,0.0,0.0,0.0,3581.916483524481,550.3352661132812,396.10638427734375,11.0,0.0,0.0677691309987029,0.424124513618677,0.0,0.0,0.50810635538262,0.0,0.0,0.0,0.0,0.49189364461738,0.0052190161779619,0.5886765122413635,0.3458769619464874,3276.2949103618325,0.1933333359969159,0.6642666666666667,5.916666666666667,4.166666666666667,10149.0,976.0,17.0,1.0,1.0,18957.021710527537,41675.0,9269.0,300.0,1.0,1.0,11123.94490326732,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,54.43,8.49,8.72
14,14,aae9d04f-ecbd-4599-9ced-b53f2c58477c,-1.77761,30.17594,"(30.17594, -1.77761)",12.0,1.8176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.48,0.44,0.0,0.0,0.0,30.828918001740988,505.5958251953125,487.85552978515625,3.0,0.0,0.0081356867071152,0.5435741864313293,0.0,0.0,0.4482901268615554,0.0,0.0,0.0,0.0,0.5517098731384446,0.0033960925733507,0.7329787015914917,0.5457472205162048,4041.833693668275,0.2416666659216085,0.3849074074074074,5.5,3.5,1395.0,975.0,21.0,1.0,1.0,5117.799946428437,4639.0,73.0,655.0,1.0,1.0,2656.3689052517,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.9,6.68,1.98
15,15,13682fe0-7e2c-4eea-9f32-418aac68a16c,-2.74661,29.46919,"(29.46919, -2.74661)",9.0,0.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,0.0,0.0,0.0,6.438773355366272e-10,888.135498046875,888.1354370117188,11.0,0.0004272591326639,0.0801110873744926,0.4355906857509079,0.0,0.0108951078829309,0.4729758598590045,0.0,0.0,0.0,0.0,0.5270241401409955,0.0006199417277264,0.7541988492012024,0.6710925102233887,2857.1516796148985,0.1291666667287548,0.2682407407407408,4.166666666666667,2.6666666666666665,6301.0,3515.0,33.0,1.0,1.0,12260.323493256425,14089.0,13894.0,11.0,1.0,1.0,13675.524866244405,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,69.0,13.0,11.91
16,16,62588b0e-5b94-41a8-a4bf-e7b828b574c6,-2.606361111,29.74152778,"(29.74152778, -2.606361111)",12.0,1.3216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.44,0.32,0.0,0.0,0.0,24738.95972955351,1847.263427734375,1212.9847412109375,13.0,0.0436042925866535,0.216541260638954,0.2259775502652029,0.0,0.0426791661527075,0.0119649685457012,0.1290859750832614,0.3282348587640311,0.0,0.0,0.528802269643518,0.0013645746667742,0.6843119263648987,0.5689948201179504,216.4283274165355,1.1325000077486038,0.410462962962963,4.25,2.5,23720.0,4142.0,28.0,1.0,1.0,0.0,5399.0,3813.0,13.0,4.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,71.21,0.03,0.11
17,17,d33d5fa2-d713-40b9-af25-ff8157272e51,-2.195194444,29.90630556,"(29.90630556, -2.195194444)",12.0,0.6399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,10007.865733726156,772.4976806640625,492.667724609375,3.0,0.0081464530892448,0.1470938215102974,0.3283295194508009,0.0,0.025812356979405,0.1958810068649885,0.2708466819221968,0.0238901601830663,0.0,0.0,0.5093821510297483,0.0002390111154093,0.4254699051380157,0.38089120388031,6.158277100417763,0.2249999990065892,0.5400925925925926,4.833333333333333,3.1666666666666665,13995.0,2569.0,22.0,5.0,1.0,15666.79273381793,7222.0,13634.0,276.0,1.0,1.0,5913.527702033327,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,22.76,8.62,0.9
18,18,f9a940d4-496b-4938-a071-0eed9a4e72b5,-1.9793,30.037,"(30.037, -1.9793)",10.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11087637.663020454,13015.69921875,1599.15771484375,13.0,0.1442651933701657,0.2407955801104972,0.0874254143646408,0.0,0.0274475138121546,0.0397790055248618,0.0342541436464088,0.2926850828729281,0.1310939226519337,0.0,0.4999337016574585,0.0124594694576962,0.928956151008606,0.5947569608688354,1234.5224498244822,1.9766666690508523,0.2661333333333333,4.583333333333333,3.333333333333333,19182.0,4796.0,24.0,6.0,2.0,569.3165754736401,25191.0,7015.0,11.0,6.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.68,0.49,0.81
19,19,30c0afd1-beb1-4a77-9dab-9a03c7198b9c,-1.821777778,30.47855556,"(30.47855556, -1.821777778)",10.0,0.2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.08,0.0,0.0,0.0,0.0,221.03416191703744,631.0692138671875,583.4071655273438,11.0,0.0004243281471004,0.0978783592644978,0.4033946251768034,0.0,0.0363507779349363,0.4619519094766619,0.0,0.0,0.0,0.0,0.538048090523338,0.0045151147928776,0.5567234754562378,0.3414772748947143,26.22080319429614,0.2358333338052034,0.0965333333333333,5.833333333333333,5.083333333333333,5687.0,495.0,34.0,5.0,2.0,4362.952437766096,18533.0,31556.0,36.0,3.0,1.0,6601.061302296072,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,38.32,3.74,2.07
20,20,2ef04948-926e-47ef-a0a5-dd052acca004,-2.224472222,30.77063889,"(30.77063889, -2.224472222)",10.0,0.0622222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,161.46037595525073,370.941650390625,315.44171142578125,3.0,0.0,0.0487540628385698,0.4878114842903575,0.0,0.0471289274106175,0.416305525460455,0.0,0.0,0.0,0.0,0.5836944745395449,0.0103840859123545,0.6377899646759033,0.3483490645885467,7542.1273472874545,0.1599999982863664,0.7650666666666668,6.25,4.333333333333333,27698.0,6178.0,23.0,1.0,1.0,10718.374888413451,12886.0,12755.0,22.0,2.0,1.0,10718.374888413451,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,72.16,12.33,4.19
21,21,f0fd7a66-7d87-4580-9752-cbdf57f4508a,-1.50208,29.54736,"(29.54736, -1.50208)",14.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.5720789527267586,819.1803588867188,816.810791015625,3.0,0.0,0.0116338401877742,0.513623839167262,0.0,0.0315338299826512,0.4432084906623125,0.0,0.0,0.0,0.0,0.5567915093376875,0.0097837703641464,0.7354202270507812,0.4415692985057831,4324.436222654291,0.1416666650523741,0.5158822016460906,4.0,1.9166666666666667,5858.0,400.0,16.0,3.0,2.0,7733.440425221856,4681.0,4415.0,14.0,5.0,1.0,6156.0939449789,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9.29,5.17,1.05
22,22,e9d33bfd-00d3-4988-a946-2afd278077e6,-1.921333333,29.26391667,"(29.26391667, -1.921333333)",17.0,13.410000000000004,0.0,0.033333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666666,0.0,0.0,0.0,0.0,0.6,252696.2495214896,1011.6421508789062,0.0,3.0,0.0,0.0295358649789029,0.5063291139240507,0.0,0.0,0.4641350210970464,0.0,0.0,0.0,0.0,0.5358649789029536,0.0119129163693307,0.29817596077919,0.0,9261.853341396214,-0.0158333331346511,0.3088,2.1666666666666665,0.9166666666666666,5785.0,1431.0,37.0,5.0,2.0,17098.08884259795,202464.0,19776.0,298.0,1.0,1.0,10093.958190831305,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,17.55,7.04,2.69
